customer_id,country,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
15218,United Kingdom,25,11,5759.68,3,4,4,344,Loyal Customers
15219,United Kingdom,284,1,379.7,1,1,2,112,Lost
15221,United Kingdom,2,4,2062.2,4,3,4,434,Loyal Customers
15222,United Kingdom,108,10,2965.91,2,4,4,244,At Risk
15223,United Kingdom,245,3,662.2,1,3,2,132,At Risk
15224,United Kingdom,148,3,549.28,1,3,2,132,At Risk
15227,United Kingdom,32,4,1269.0900000000001,3,3,3,333,Loyal Customers
15228,United Kingdom,64,2,2193.5600000000004,2,2,4,224,Lost
15229,United Kingdom,222,1,160.50000000000003,1,1,1,111,Lost
15231,United Kingdom,257,1,250.25999999999993,1,1,1,111,Lost
15233,United Kingdom,37,1,59.400000000000006,3,1,1,311,Potential
15235,United Kingdom,5,5,690.3,4,4,2,442,Champions
15240,United Kingdom,10,7,2753.41,4,4,4,444,Champions
15241,United Kingdom,66,3,1293.7200000000003,2,3,3,233,At Risk
15242,United Kingdom,58,1,302.04,2,1,1,211,Lost
15243,United Kingdom,71,1,610.6000000000001,2,1,2,212,Lost
15244,United Kingdom,302,1,280.50999999999993,1,1,1,111,Lost
15245,United Kingdom,38,5,2095.0,3,4,4,344,Loyal Customers
15246,United Kingdom,191,1,266.25,1,1,1,111,Lost
15247,United Kingdom,113,2,620.06,2,2,2,222,Lost
15248,United Kingdom,47,3,1893.93,3,3,4,334,Loyal Customers
15249,United Kingdom,66,5,2577.54,2,4,4,244,At Risk
15250,United Kingdom,276,1,60.0,1,1,1,111,Lost
15251,United Kingdom,50,10,9839.55,3,4,4,344,Loyal Customers
15252,United Kingdom,57,3,1362.63,2,3,3,233,At Risk
15253,United Kingdom,39,3,1136.89,3,3,3,333,Loyal Customers
15254,United Kingdom,182,2,787.99,1,2,3,123,Lost
15255,United Kingdom,32,8,2838.57,3,4,4,344,Loyal Customers
15256,United Kingdom,197,1,71.95,1,1,1,111,Lost
15257,United Kingdom,50,1,368.75,3,1,2,312,Potential
15259,United Kingdom,148,4,1182.38,1,3,3,133,At Risk
15260,United Kingdom,8,19,7377.46,4,4,4,444,Champions
15261,United Kingdom,17,3,1253.18,4,3,3,433,Loyal Customers
15262,United Kingdom,16,2,239.87,4,2,1,421,Potential
15264,United Kingdom,166,1,454.66,1,1,2,112,Lost
15265,United Kingdom,240,2,1839.52,1,2,4,124,Lost
15266,United Kingdom,15,4,732.91,4,3,3,433,Loyal Customers
15268,United Kingdom,114,3,961.9000000000002,2,3,3,233,At Risk
15269,United Kingdom,16,2,816.56,4,2,3,423,Potential
15270,United Kingdom,36,14,6145.37,3,4,4,344,Loyal Customers
15271,United Kingdom,1,10,2202.47,4,4,4,444,Champions
15272,United Kingdom,86,4,1363.54,2,3,3,233,At Risk
15273,United Kingdom,235,1,228.96,1,1,1,111,Lost
15276,United Kingdom,30,3,514.2199999999999,3,3,2,332,Loyal Customers
15277,United Kingdom,61,1,220.44,2,1,1,211,Lost
15278,United Kingdom,197,4,496.15999999999997,1,3,2,132,At Risk
15279,United Kingdom,16,4,1290.03,4,3,3,433,Loyal Customers
15280,United Kingdom,124,2,293.1,2,2,1,221,Lost
15281,United Kingdom,14,7,6211.42,4,4,4,444,Champions
15282,United Kingdom,206,1,348.59000000000003,1,1,2,112,Lost
15283,United Kingdom,26,3,148.33,3,3,1,331,Loyal Customers
15284,United Kingdom,136,1,24.75,2,1,1,211,Lost
15285,United Kingdom,43,1,94.91999999999999,3,1,1,311,Potential
15287,United Kingdom,15,3,369.34000000000003,4,3,2,432,Loyal Customers
15288,United Kingdom,1,6,1576.6100000000001,4,4,3,443,Champions
15289,United Kingdom,94,2,653.31,2,2,2,222,Lost
15290,United Kingdom,29,8,2553.06,3,4,4,344,Loyal Customers
15291,United Kingdom,9,26,9178.26,4,4,4,444,Champions
15293,United Kingdom,301,1,247.50000000000003,1,1,1,111,Lost
15294,United Kingdom,46,1,233.35,3,1,1,311,Potential
15295,United Kingdom,290,1,217.23999999999998,1,1,1,111,Lost
15296,United Kingdom,56,6,6669.969999999999,2,4,4,244,At Risk
15298,United Kingdom,2,12,4659.47,4,4,4,444,Champions
15299,United Kingdom,8,6,3484.5299999999997,4,4,4,444,Champions
15301,United Kingdom,4,6,2533.09,4,4,4,444,Champions
15302,United Kingdom,366,1,308.0,1,1,2,112,Lost
15303,United Kingdom,201,2,650.1600000000001,1,2,2,122,Lost
15304,United Kingdom,4,2,225.15,4,2,1,421,Potential
15305,United Kingdom,191,1,93.6,1,1,1,111,Lost
15306,United Kingdom,136,6,2310.38,2,4,4,244,At Risk
15309,United Kingdom,246,4,797.96,1,3,3,133,At Risk
15310,United Kingdom,114,1,1634.6399999999999,2,1,3,213,Lost
15311,United Kingdom,1,121,56003.26,4,4,4,444,Champions
15312,United Kingdom,19,8,2005.34,3,4,4,344,Loyal Customers
15314,United Kingdom,49,2,492.48,3,2,2,322,Potential
15317,United Kingdom,313,1,129.75,1,1,1,111,Lost
15321,United Kingdom,73,9,3961.42,2,4,4,244,At Risk
15322,United Kingdom,112,1,711.1800000000001,2,1,3,213,Lost
15323,United Kingdom,198,3,434.6,1,3,2,132,At Risk
15324,United Kingdom,337,1,140.22000000000003,1,1,1,111,Lost
15325,United Kingdom,31,7,1439.7199999999998,3,4,3,343,Loyal Customers
15326,United Kingdom,245,4,1388.8100000000002,1,3,3,133,At Risk
15328,United Kingdom,43,1,107.24000000000001,3,1,1,311,Potential
15329,United Kingdom,10,8,1934.63,4,4,4,444,Champions
15331,United Kingdom,135,2,767.91,2,2,3,223,Lost
15332,Lithuania,2,6,4892.68,4,4,4,444,Champions
15336,United Kingdom,37,1,240.5,3,1,1,311,Potential
15337,United Kingdom,47,1,373.02,3,1,2,312,Potential
15338,United Kingdom,313,1,283.42999999999995,1,1,1,111,Lost
15339,United Kingdom,57,5,1253.77,2,4,3,243,At Risk
15340,United Kingdom,197,1,105.50000000000001,1,1,1,111,Lost
15341,United Kingdom,85,1,382.2,2,1,2,212,Lost
15346,United Kingdom,61,2,343.69999999999993,2,2,2,222,Lost
15347,United Kingdom,2,4,1162.0,4,3,3,433,Loyal Customers
15350,United Kingdom,9,2,547.6,4,2,2,422,Potential
15351,United Kingdom,5,4,1778.18,4,3,4,434,Loyal Customers
15352,United Kingdom,184,1,114.95,1,1,1,111,Lost
15353,United Kingdom,3,6,2398.93,4,4,4,444,Champions
15354,United Kingdom,239,3,284.4,1,3,1,131,At Risk
15356,United Kingdom,4,4,698.4499999999999,4,3,2,432,Loyal Customers
15358,United Kingdom,1,20,8703.210000000001,4,4,4,444,Champions
15359,United Kingdom,298,8,181.35,1,4,1,141,At Risk
15361,United Kingdom,162,3,270.15000000000003,1,3,1,131,At Risk
15362,United Kingdom,84,2,613.0799999999999,2,2,2,222,Lost
15363,United Kingdom,8,2,678.11,4,2,2,422,Potential
15365,United Kingdom,39,6,2242.81,3,4,4,344,Loyal Customers
15366,United Kingdom,45,5,1786.5700000000002,3,4,4,344,Loyal Customers
15367,United Kingdom,54,7,3203.74,2,4,4,244,At Risk
15368,United Kingdom,30,1,275.79999999999995,3,1,1,311,Potential
15369,United Kingdom,128,11,6251.259999999999,2,4,4,244,At Risk
15370,United Kingdom,46,1,1352.9599999999998,3,1,3,313,Potential
15371,United Kingdom,298,1,59.400000000000006,1,1,1,111,Lost
15372,United Kingdom,86,7,4009.66,2,4,4,244,At Risk
15373,United Kingdom,7,6,1005.48,4,4,3,443,Champions
15374,United Kingdom,260,1,139.32000000000002,1,1,1,111,Lost
15375,United Kingdom,326,1,60.959999999999994,1,1,1,111,Lost
15377,United Kingdom,18,4,1211.75,4,3,3,433,Loyal Customers
15378,United Kingdom,98,2,246.5,2,2,1,221,Lost
15379,United Kingdom,36,1,1174.55,3,1,3,313,Potential
15380,United Kingdom,1,7,1788.8,4,4,4,444,Champions
15381,United Kingdom,59,3,1293.7199999999998,2,3,3,233,At Risk
15382,United Kingdom,10,6,7777.840000000001,4,4,4,444,Champions
15384,United Kingdom,17,2,1385.38,4,2,3,423,Potential
15385,United Kingdom,28,2,625.2,3,2,2,322,Potential
15387,United Kingdom,128,1,468.65,2,1,2,212,Lost
15389,United Kingdom,36,4,2233.8,3,3,4,334,Loyal Customers
15390,Canada,32,2,1216.66,3,2,3,323,Potential
15391,United Kingdom,220,1,289.87,1,1,1,111,Lost
15392,United Kingdom,10,3,1376.0900000000001,4,3,3,433,Loyal Customers
15393,United Kingdom,203,3,659.48,1,3,2,132,At Risk
15394,United Kingdom,31,7,3103.26,3,4,4,344,Loyal Customers
15396,United Kingdom,219,1,508.20000000000005,1,1,2,112,Lost
15400,United Kingdom,56,3,586.0999999999999,2,3,2,232,At Risk
15401,United Kingdom,88,2,216.95,2,2,1,221,Lost
15402,United Kingdom,23,4,1203.77,3,3,3,333,Loyal Customers
15403,United Kingdom,127,2,170.88,2,2,1,221,Lost
15404,United Kingdom,11,1,257.06,4,1,1,411,Potential
15405,United Kingdom,212,1,310.74,1,1,2,112,Lost
15406,United Kingdom,89,2,465.16,2,2,2,222,Lost
15409,United Kingdom,357,1,131.25,1,1,1,111,Lost
15410,United Kingdom,204,2,1234.88,1,2,3,123,Lost
15413,United Kingdom,327,5,6798.72,1,4,4,144,At Risk
15416,United Kingdom,114,3,588.5,2,3,2,232,At Risk
15418,United Kingdom,61,2,452.32000000000005,2,2,2,222,Lost
15420,United Kingdom,70,6,743.0,2,4,3,243,At Risk
15421,United Kingdom,21,6,2854.98,3,4,4,344,Loyal Customers
15422,United Kingdom,15,5,1522.27,4,4,3,443,Champions
15423,United Kingdom,217,2,223.39,1,2,1,121,Lost
15424,United Kingdom,99,1,214.44,2,1,1,211,Lost
15425,United Kingdom,36,4,1944.5700000000002,3,3,4,334,Loyal Customers
15426,United Kingdom,5,5,1168.0,4,4,3,443,Champions
15428,United Kingdom,23,3,668.97,3,3,2,332,Loyal Customers
15430,United Kingdom,103,2,954.75,2,2,3,223,Lost
15431,United Kingdom,138,1,153.24,1,1,1,111,Lost
15432,United Kingdom,177,1,149.57000000000002,1,1,1,111,Lost
15434,United Kingdom,10,6,1525.58,4,4,3,443,Champions
15437,United Kingdom,276,1,193.29,1,1,1,111,Lost
15439,United Kingdom,40,4,1269.05,3,3,3,333,Loyal Customers
15441,United Kingdom,32,3,1254.21,3,3,3,333,Loyal Customers
15443,United Kingdom,110,7,1939.02,2,4,4,244,At Risk
15445,United Kingdom,226,1,171.0,1,1,1,111,Lost
15446,United Kingdom,12,3,406.95000000000005,4,3,2,432,Loyal Customers
15447,United Kingdom,163,4,337.71,1,3,2,132,At Risk
15448,United Kingdom,310,1,294.16999999999996,1,1,1,111,Lost
15451,United Kingdom,70,2,233.20999999999998,2,2,1,221,Lost
15452,United Kingdom,26,3,1260.3799999999999,3,3,3,333,Loyal Customers
15454,United Kingdom,254,1,128.59,1,1,1,111,Lost
15455,United Kingdom,233,1,38.25,1,1,1,111,Lost
15456,United Kingdom,39,7,1672.05,3,4,3,343,Loyal Customers
15458,United Kingdom,38,1,208.79999999999998,3,1,1,311,Potential
15459,United Kingdom,53,2,202.82999999999998,3,2,1,321,Potential
15461,United Kingdom,96,2,429.7,2,2,2,222,Lost
15462,United Kingdom,81,1,502.45,2,1,2,212,Lost
15465,United Kingdom,5,15,5301.03,4,4,4,444,Champions
15466,United Kingdom,25,3,1236.48,3,3,3,333,Loyal Customers
15468,United Kingdom,28,1,962.9699999999999,3,1,3,313,Potential
15469,United Kingdom,74,1,335.7,2,1,2,212,Lost
15470,United Kingdom,211,1,63.419999999999995,1,1,1,111,Lost
15471,United Kingdom,16,2,847.0799999999999,4,2,3,423,Potential
15473,United Kingdom,80,1,274.8,2,1,1,211,Lost
15474,United Kingdom,231,1,163.1,1,1,1,111,Lost
15476,United Kingdom,16,4,2209.98,4,3,4,434,Loyal Customers
15477,United Kingdom,285,1,368.4,1,1,2,112,Lost
15478,United Kingdom,211,1,583.56,1,1,2,112,Lost
15479,United Kingdom,369,1,147.4,1,1,1,111,Lost
15480,Malta,101,4,5373.5,2,3,4,234,At Risk
15481,Norway,37,1,1993.3400000000001,3,1,4,314,Potential
15482,United Kingdom,22,7,3537.6,3,4,4,344,Loyal Customers
15483,United Kingdom,21,6,628.39,3,4,2,342,Loyal Customers
15484,United Kingdom,176,2,1061.69,1,2,3,123,Lost
15485,United Kingdom,9,5,3196.51,4,4,4,444,Champions
15486,United Kingdom,163,1,102.0,1,1,1,111,Lost
15487,United Kingdom,315,1,231.32000000000002,1,1,1,111,Lost
15488,United Kingdom,92,4,340.6,2,3,2,232,At Risk
15489,United Kingdom,36,5,1285.33,3,4,3,343,Loyal Customers
15490,United Kingdom,66,1,217.6,2,1,1,211,Lost
15493,United Kingdom,25,4,2313.1800000000003,3,3,4,334,Loyal Customers
15494,United Kingdom,114,3,2480.8199999999997,2,3,4,234,At Risk
15495,United Kingdom,15,1,246.5,4,1,1,411,Potential
15496,United Kingdom,267,1,146.14000000000001,1,1,1,111,Lost
15497,United Kingdom,18,7,7395.19,4,4,4,444,Champions
15498,United Kingdom,2,19,12723.18,4,4,4,444,Champions
15499,United Kingdom,359,1,161.59999999999997,1,1,1,111,Lost
15501,United Kingdom,40,2,402.5,3,2,2,322,Potential
15502,United Kingdom,4,4,3608.5400000000004,4,3,4,434,Loyal Customers
15503,United Kingdom,362,1,120.06000000000002,1,1,1,111,Lost
15504,United Kingdom,156,3,371.02,1,3,2,132,At Risk
15506,United Kingdom,17,3,1060.77,4,3,3,433,Loyal Customers
15509,United Kingdom,16,1,166.50999999999996,4,1,1,411,Potential
15512,United Kingdom,26,2,210.58000000000004,3,2,1,321,Potential
15513,United Kingdom,1,18,12992.33,4,4,4,444,Champions
15514,United Kingdom,15,7,2459.09,4,4,4,444,Champions
15515,United Kingdom,23,1,171.80999999999997,3,1,1,311,Potential
15518,United Kingdom,15,7,2276.49,4,4,4,444,Champions
15519,United Kingdom,19,2,344.61,3,2,2,322,Potential
15521,United Kingdom,36,8,4106.49,3,4,4,344,Loyal Customers
15523,United Kingdom,24,15,16947.98,3,4,4,344,Loyal Customers
15524,United Kingdom,242,1,151.4,1,1,1,111,Lost
15525,United Kingdom,9,2,469.78,4,2,2,422,Potential
15527,United Kingdom,30,15,3145.86,3,4,4,344,Loyal Customers
15529,United Kingdom,2,2,1116.72,4,2,3,423,Potential
15530,United Kingdom,148,1,311.36999999999995,1,1,2,112,Lost
15532,United Kingdom,12,6,2190.97,4,4,4,444,Champions
15534,United Kingdom,361,1,162.25,1,1,1,111,Lost
15535,United Kingdom,40,2,551.4200000000001,3,2,2,322,Potential
15536,United Kingdom,45,1,259.09,3,1,1,311,Potential
15538,United Kingdom,173,6,3358.4,1,4,4,144,At Risk
15540,United Kingdom,11,1,247.38,4,1,1,411,Potential
15542,United Kingdom,148,3,918.45,1,3,3,133,At Risk
15543,United Kingdom,95,1,114.98,2,1,1,211,Lost
15544,United Kingdom,8,12,4615.719999999999,4,4,4,444,Champions
15545,United Kingdom,7,1,135.32999999999998,4,1,1,411,Potential
15546,United Kingdom,242,2,1079.1000000000001,1,2,3,123,Lost
15547,United Kingdom,12,11,5199.55,4,4,4,444,Champions
15548,United Kingdom,231,1,158.08999999999997,1,1,1,111,Lost
15549,United Kingdom,57,5,652.7,2,4,2,242,At Risk
15550,United Kingdom,14,8,1643.17,4,4,3,443,Champions
15551,United Kingdom,30,6,1274.02,3,4,3,343,Loyal Customers
15552,United Kingdom,259,1,162.39999999999998,1,1,1,111,Lost
15555,United Kingdom,1,22,7307.18,4,4,4,444,Champions
15558,United Kingdom,275,1,214.13000000000002,1,1,1,111,Lost
15559,United Kingdom,204,1,1109.3999999999999,1,1,3,113,Lost
15560,United Kingdom,33,2,153.51999999999998,3,2,1,321,Potential
15561,United Kingdom,19,4,1133.8,3,3,3,333,Loyal Customers
15562,United Kingdom,60,2,538.8299999999999,2,2,2,222,Lost
15563,United Kingdom,150,3,1466.56,1,3,3,133,At Risk
15564,United Kingdom,99,2,70.74000000000001,2,2,1,221,Lost
15566,United Kingdom,28,2,227.87,3,2,1,321,Potential
15569,United Kingdom,26,5,2210.6400000000003,3,4,4,344,Loyal Customers
15570,United Kingdom,5,14,5145.52,4,4,4,444,Champions
15571,United Kingdom,22,10,3401.2,3,4,4,344,Loyal Customers
15572,United Kingdom,16,3,1515.81,4,3,3,433,Loyal Customers
15573,United Kingdom,254,3,599.73,1,3,2,132,At Risk
15574,United Kingdom,8,3,816.45,4,3,3,433,Loyal Customers
15575,United Kingdom,255,1,30.1,1,1,1,111,Lost
15577,United Kingdom,359,2,139.1,1,2,1,121,Lost
15579,United Kingdom,19,3,953.9000000000001,3,3,3,333,Loyal Customers
15580,United Kingdom,12,8,1381.19,4,4,3,443,Champions
15581,United Kingdom,2,26,4114.62,4,4,4,444,Champions
15583,United Kingdom,12,1,107.86000000000001,4,1,1,411,Potential
15584,United Kingdom,35,2,552.39,3,2,2,322,Potential
15586,United Kingdom,228,3,1139.1,1,3,3,133,At Risk
15587,United Kingdom,28,3,608.4000000000001,3,3,2,332,Loyal Customers
15588,United Kingdom,313,1,579.6,1,1,2,112,Lost
15590,United Kingdom,18,5,1496.6,4,4,3,443,Champions
15591,United Kingdom,218,3,217.9,1,3,1,131,At Risk
15595,United Kingdom,123,1,357.6,2,1,2,212,Lost
15596,United Kingdom,1,5,1723.45,4,4,4,444,Champions
15597,United Kingdom,211,1,238.8,1,1,1,111,Lost
15598,United Kingdom,63,1,307.34,2,1,1,211,Lost
15599,United Kingdom,81,1,488.31999999999994,2,1,2,212,Lost
15600,United Kingdom,64,4,1199.31,2,3,3,233,At Risk
15601,United Kingdom,8,17,8183.5599999999995,4,4,4,444,Champions
15602,United Kingdom,4,8,1932.64,4,4,4,444,Champions
15603,United Kingdom,284,1,40.0,1,1,1,111,Lost
15605,United Kingdom,9,5,738.57,4,4,3,443,Champions
15606,United Kingdom,26,8,2310.83,3,4,4,344,Loyal Customers
15607,United Kingdom,179,8,1604.21,1,4,3,143,At Risk
15608,United Kingdom,51,1,692.3,3,1,2,312,Potential
15611,United Kingdom,19,13,1405.83,3,4,3,343,Loyal Customers
15613,United Kingdom,246,1,433.72,1,1,2,112,Lost
15614,United Kingdom,73,4,3147.36,2,3,4,234,At Risk
15615,United Kingdom,26,24,10974.23,3,4,4,344,Loyal Customers
15616,United Kingdom,74,1,317.11,2,1,2,212,Lost
15617,United Kingdom,32,3,828.5500000000002,3,3,3,333,Loyal Customers
15620,United Kingdom,45,1,389.18,3,1,2,312,Potential
15622,United Kingdom,63,7,4143.049999999999,2,4,4,244,At Risk
15623,United Kingdom,29,7,2136.0200000000004,3,4,4,344,Loyal Customers
15625,United Kingdom,12,5,1702.14,4,4,3,443,Champions
15626,United Kingdom,57,1,391.71999999999997,2,1,2,212,Lost
15627,United Kingdom,93,2,566.9,2,2,2,222,Lost
15628,United Kingdom,2,9,2782.02,4,4,4,444,Champions
15629,United Kingdom,86,4,2240.9000000000005,2,3,4,234,At Risk
15630,United Kingdom,280,1,295.05,1,1,1,111,Lost
15631,United Kingdom,278,1,596.6700000000001,1,1,2,112,Lost
15633,United Kingdom,145,13,4352.46,1,4,4,144,At Risk
15634,United Kingdom,19,1,311.1,3,1,2,312,Potential
15635,United Kingdom,31,1,100.35,3,1,1,311,Potential
15636,United Kingdom,73,2,719.8199999999999,2,2,3,223,Lost
15637,United Kingdom,49,4,574.23,3,3,2,332,Loyal Customers
15638,United Kingdom,14,6,2265.2,4,4,4,444,Champions
15639,United Kingdom,87,2,639.76,2,2,2,222,Lost
15640,United Kingdom,8,15,11441.92,4,4,4,444,Champions
15641,United Kingdom,32,8,3458.3500000000004,3,4,4,344,Loyal Customers
15642,United Kingdom,365,1,105.78000000000003,1,1,1,111,Lost
15645,United Kingdom,50,2,443.16,3,2,2,322,Potential
15646,United Kingdom,8,3,526.97,4,3,2,432,Loyal Customers
15647,United Kingdom,51,1,169.0,3,1,1,311,Potential
15649,United Kingdom,3,3,1354.35,4,3,3,433,Loyal Customers
15650,United Kingdom,157,2,553.88,1,2,2,122,Lost
15651,United Kingdom,56,2,612.76,2,2,2,222,Lost
15652,United Kingdom,23,4,1082.6,3,3,3,333,Loyal Customers
15658,United Kingdom,8,4,1399.37,4,3,3,433,Loyal Customers
15659,United Kingdom,22,2,226.04000000000002,3,2,1,321,Potential
15660,United Kingdom,1,7,1212.1299999999999,4,4,3,443,Champions
15661,United Kingdom,15,6,906.15,4,4,3,443,Champions
15662,United Kingdom,297,2,283.73,1,2,1,121,Lost
15664,United Kingdom,85,3,867.5999999999999,2,3,3,233,At Risk
15665,United Kingdom,47,3,1773.11,3,3,4,334,Loyal Customers
15666,United Kingdom,108,2,632.94,2,2,2,222,Lost
15670,United Kingdom,192,1,152.15,1,1,1,111,Lost
15672,United Kingdom,361,1,45.300000000000004,1,1,1,111,Lost
15673,United Kingdom,87,5,3533.7699999999995,2,4,4,244,At Risk
15674,United Kingdom,53,8,4501.63,3,4,4,344,Loyal Customers
15675,United Kingdom,40,1,218.35,3,1,1,311,Potential
15677,United Kingdom,57,2,648.4,2,2,2,222,Lost
15678,United Kingdom,31,2,1541.19,3,2,3,323,Potential
15680,United Kingdom,2,8,3173.9,4,4,4,444,Champions
15681,United Kingdom,15,9,1563.54,4,4,3,443,Champions
15682,United Kingdom,235,2,318.24,1,2,2,122,Lost
15683,United Kingdom,109,1,330.78999999999996,2,1,2,212,Lost
15684,United Kingdom,183,3,173.95,1,3,1,131,At Risk
15685,United Kingdom,86,1,55.98,2,1,1,211,Lost
15686,United Kingdom,56,1,90.0,2,1,1,211,Lost
15688,United Kingdom,54,1,190.57,2,1,1,211,Lost
15689,United Kingdom,253,1,266.93,1,1,1,111,Lost
15691,United Kingdom,30,3,434.5,3,3,2,332,Loyal Customers
15693,United Kingdom,295,1,37.5,1,1,1,111,Lost
15694,United Kingdom,1,12,4331.41,4,4,4,444,Champions
15695,United Kingdom,233,2,721.06,1,2,3,123,Lost
15696,United Kingdom,59,5,1170.11,2,4,3,243,At Risk
15697,United Kingdom,325,1,246.75,1,1,1,111,Lost
15698,United Kingdom,260,1,46.2,1,1,1,111,Lost
15702,Nigeria,112,2,140.39000000000001,2,2,1,221,Lost
15704,United Kingdom,138,2,1524.3400000000001,1,2,3,123,Lost
15708,United Kingdom,5,3,1014.4799999999999,4,3,3,433,Loyal Customers
15709,United Kingdom,225,1,194.59999999999997,1,1,1,111,Lost
15710,United Kingdom,53,1,898.8699999999999,3,1,3,313,Potential
15711,United Kingdom,192,2,420.25,1,2,2,122,Lost
15712,United Kingdom,15,7,2400.05,4,4,4,444,Champions
15713,United Kingdom,2,3,654.09,4,3,2,432,Loyal Customers
15714,United Kingdom,89,3,453.93,2,3,2,232,At Risk
15715,United Kingdom,191,5,658.02,1,4,2,142,At Risk
15716,United Kingdom,5,8,1938.0,4,4,4,444,Champions
15717,United Kingdom,57,4,456.70000000000005,2,3,2,232,At Risk
15718,United Kingdom,176,1,293.79,1,1,1,111,Lost
15719,United Kingdom,17,18,5177.45,4,4,4,444,Champions
15720,United Kingdom,186,1,143.19,1,1,1,111,Lost
15722,United Kingdom,81,6,3035.54,2,4,4,244,At Risk
15723,United Kingdom,47,3,744.5500000000002,3,3,3,333,Loyal Customers
15724,United Kingdom,36,1,92.6,3,1,1,311,Potential
15726,United Kingdom,26,1,321.91,3,1,2,312,Potential
15727,United Kingdom,23,8,4266.55,3,4,4,344,Loyal Customers
15728,United Kingdom,15,2,544.6,4,2,2,422,Potential
15729,United Kingdom,36,2,107.55000000000001,3,2,1,321,Potential
15730,United Kingdom,17,2,605.6999999999999,4,2,2,422,Potential
15731,United Kingdom,189,1,125.3,1,1,1,111,Lost
15732,United Kingdom,8,9,1387.95,4,4,3,443,Champions
15734,United Kingdom,72,2,923.85,2,2,3,223,Lost
15735,United Kingdom,57,1,327.68,2,1,2,212,Lost
15736,United Kingdom,71,2,1815.72,2,2,4,224,Lost
15738,United Kingdom,8,26,8560.55,4,4,4,444,Champions
15741,United Kingdom,94,2,208.62000000000003,2,2,1,221,Lost
15742,United Kingdom,255,1,156.86999999999998,1,1,1,111,Lost
15747,United Kingdom,11,6,1588.57,4,4,3,443,Champions
15748,United Kingdom,85,2,465.45000000000005,2,2,2,222,Lost
15750,United Kingdom,2,12,4331.711,4,4,4,444,Champions
15751,United Kingdom,96,11,1380.44,2,4,3,243,At Risk
15752,United Kingdom,8,3,1570.1599999999999,4,3,3,433,Loyal Customers
15754,United Kingdom,129,6,2579.04,2,4,4,244,At Risk
15755,United Kingdom,15,11,3628.87,4,4,4,444,Champions
15757,United Kingdom,22,4,2225.94,3,3,4,334,Loyal Customers
15759,United Kingdom,147,4,577.8900000000001,1,3,2,132,At Risk
15760,Norway,266,2,13916.34,1,2,4,124,Lost
15761,United Kingdom,78,1,143.05,2,1,1,211,Lost
15764,United Kingdom,70,2,1223.11,2,2,3,223,Lost
15765,United Kingdom,302,1,370.63,1,1,2,112,Lost
15766,United Kingdom,92,2,516.0,2,2,2,222,Lost
15768,United Kingdom,112,31,14979.26,2,4,4,244,At Risk
15769,United Kingdom,7,21,32451.6,4,4,4,444,Champions
15770,United Kingdom,248,1,321.45000000000005,1,1,2,112,Lost
15771,United Kingdom,240,3,1006.5400000000001,1,3,3,133,At Risk
15772,United Kingdom,54,1,280.88,2,1,1,211,Lost
15773,United Kingdom,45,1,138.83999999999997,3,1,1,311,Potential
15774,United Kingdom,54,5,1059.1399999999999,2,4,3,243,At Risk
15775,United Kingdom,267,1,45.6,1,1,1,111,Lost
15777,United Kingdom,32,3,715.5,3,3,3,333,Loyal Customers
15778,United Kingdom,67,1,307.95,2,1,1,211,Lost
15779,United Kingdom,99,2,124.08,2,2,1,221,Lost
15782,United Kingdom,66,1,1399.3600000000001,2,1,3,213,Lost
15784,United Kingdom,103,2,848.3300000000002,2,2,3,223,Lost
15785,United Kingdom,15,11,3640.96,4,4,4,444,Champions
15786,United Kingdom,53,2,3582.62,3,2,4,324,Potential
15788,United Kingdom,144,1,221.83000000000004,1,1,1,111,Lost
15789,United Kingdom,67,5,1610.71,2,4,3,243,At Risk
15791,United Kingdom,165,3,1995.65,1,3,4,134,At Risk
15792,United Kingdom,35,2,933.84,3,2,3,323,Potential
15793,United Kingdom,14,5,1433.96,4,4,3,443,Champions
15794,United Kingdom,372,2,777.0000000000001,1,2,3,123,Lost
15795,United Kingdom,66,7,1369.8600000000001,2,4,3,243,At Risk
15796,United Kingdom,10,9,2464.27,4,4,4,444,Champions
15797,United Kingdom,217,2,613.6800000000001,1,2,2,122,Lost
15798,United Kingdom,128,3,1535.37,2,3,3,233,At Risk
15799,United Kingdom,54,1,540.15,2,1,2,212,Lost
15800,United Kingdom,89,5,543.5,2,4,2,242,At Risk
15803,United Kingdom,81,3,1513.8400000000001,2,3,3,233,At Risk
15805,United Kingdom,21,13,4660.75,3,4,4,344,Loyal Customers
15807,United Kingdom,44,2,913.62,3,2,3,323,Potential
15808,United Kingdom,5,18,14674.960000000001,4,4,4,444,Champions
15809,United Kingdom,95,2,758.6700000000001,2,2,3,223,Lost
15810,United Kingdom,22,4,1607.06,3,3,3,333,Loyal Customers
15811,United Kingdom,1,2,1671.9,4,2,3,423,Potential
15812,United Kingdom,71,7,3400.3300000000004,2,4,4,244,At Risk
15814,United Kingdom,29,2,689.11,3,2,2,322,Potential
15816,United Kingdom,178,2,144.15,1,2,1,121,Lost
15817,United Kingdom,56,3,2766.3999999999996,2,3,4,234,At Risk
15818,United Kingdom,224,1,340.5,1,1,2,112,Lost
15819,United Kingdom,67,6,2029.3400000000001,2,4,4,244,At Risk
15822,United Kingdom,129,4,954.5899999999999,2,3,3,233,At Risk
